Unnamed: 0,Source,Datetime,Username,Review,Region,Sentiment
2233,Instagram yap,2021-05-10 12:20:51,almqwar11,when is younger account coming please,,negative
2234,Instagram yap,2021-05-05 09:53:37,_r3z_xx,when is yap young coming,,negative
2235,Instagram yap,2021-05-05 12:38:59,almqwar11,when coming young account,,negative
2236,Instagram yap,2021-05-03 12:19:11,justabod02,i am from the first people who registered in the yap account queue and for now same position 2361 even though i shouldve been from first 100,,negative
2237,Instagram yap,2021-05-04 11:42:11,iyer_paddy,guys i was supposed to be in the second batch as per mail from customer service as on 28 march 2021 don t even know whether the second batch had started or not yapbanking,,negative
2238,Instagram yap,2021-05-03 19:41:29,rana_matti_rehman,nan,,positive
2239,Instagram yap,2021-04-26 12:24:20,steve_whydxb,i cant wait either,,negative
2240,Instagram yap,2021-04-26 12:26:49,njhdrbky,kkfjdk,,positive
2241,Instagram yap,2021-04-26 12:26:58,njhdrbky,nan,,positive
2242,Instagram yap,2021-04-26 20:56:08,felixandy101,hi can i have multiple virtual credit cards tagged into the main yap card,,negative
2243,Instagram yap,2021-04-22 12:57:56,sabir_jps,when opening,,positive
2244,Instagram yap,2021-04-22 14:27:52,eng.suppo,first send it to us,,positive
2245,Instagram yap,2021-04-23 22:48:53,rasheed.dxb,nan,,positive
2246,Instagram yap,2021-05-03 19:48:31,rana_matti_rehman,nan,,positive
2247,Instagram yap,2021-05-06 05:33:51,dudeja_divya,when will we get the cards ,,negative
2248,Instagram yap,2021-05-10 04:52:26,themartechsummit,nan,,positive
2249,Instagram yap,2021-05-10 23:04:25,ulysses636,sweet,,positive
2250,Instagram yap,2021-04-18 12:30:02,nuhaalami,i want to take my photo with this purple background,,negative
2251,Instagram yap,2021-04-18 14:51:59,iyer_paddy,didn t know yapbanking is taking our profile pics along with opening an account ,,negative
2252,Instagram yap,2021-04-18 18:02:00,steve_whydxb,yap gets better with every post,,positive
2253,Instagram yap,2021-04-20 13:16:23,almqwar11,i will you launching,,positive
2254,Instagram yap,2021-04-20 13:21:31,almqwar11,hello when will you launch young yapbanking because i want to use account young yap please,,negative
2255,Instagram yap,2021-04-12 18:56:35,steve_whydxb,wishing everyone at yap a truly blessed ramadan kareem,,positive
2256,Instagram yap,2021-04-13 12:52:44,diyabablani,ramadan kareem,,positive
2257,Instagram yap,2021-04-14 03:56:35,im_shiakha,ramadan kareem ,,positive
2258,Instagram yap,2021-04-14 11:47:55,hazem.eth,ramadan kareem,,positive
2259,Instagram yap,2021-04-16 09:52:26,zahalllll,the longest thing ive ever waited was your release,,negative
2260,Instagram yap,2022-01-13 08:21:43,gourshoaib982,ramzaan mubarak,,positive
2261,Instagram yap,2021-04-12 12:19:32,frost_jonathan,when are you launching,,negative
2262,Instagram yap,2021-04-11 07:19:46,essa_alkhajeh,shvmte demikong18 kvpur,,positive
2263,Instagram yap,2021-04-11 07:29:29,xx.ili00,dxb angels ddxbb 99 shahbaz dxb,,positive
2264,Instagram yap,2021-04-11 07:33:01,xx.ili00,thanks wonder full opportunity i hope inshallah i am win  i want to win this amazing prize so i hope to get a chance to win thanks for great opportunity giveaway friends follow this wonderful page there is a chance of winning exciting prizes for free as well do participate in the contest and also dont forget to invite and share it your friends my very best hope my hard work gets noticed inshallah want win tagging friends dxb angels ddxbb 99 shahbaz dxb,,positive
2265,Instagram yap,2021-04-11 07:33:49,xx.ili00,thanks wonder full opportunity i hope inshallah i am win  i want to win this amazing prize so i hope to get a chance to win thanks for great opportunity giveaway friends follow this wonderful page there is a chance of winning exciting prizes for free as well do participate in the contest and also dont forget to invite and share it your friends my very best hope my hard work gets noticed inshallah want win tagging friends imz dxb ddxbb 99 shahbaz dxb,,positive
2266,Instagram yap,2021-04-11 07:34:05,xx.ili00,thanks wonder full opportunity i hope inshallah i am win  i want to win this amazing prize so i hope to get a chance to win thanks for great opportunity giveaway friends follow this wonderful page there is a chance of winning exciting prizes for free as well do participate in the contest and also dont forget to invite and share it your friends my very best hope my hard work gets noticed inshallah want win tagging friends shahbaz dxb ddxbb 99 dxb angels,,positive
2267,Instagram yap,2021-04-11 07:35:00,xx.ili00,shahbaz dxb ddxbb 99 dxb angels,,positive
2268,Instagram yap,2021-04-11 07:35:00,xx.ili00,shahbaz dxb ddxbb 99 dxb angels,,positive
2269,Instagram yap,2021-04-11 07:35:20,xx.ili00,shahbaz dxb ddxbb 99 dxb angels ,,positive
2270,Instagram yap,2021-04-11 07:35:39,xx.ili00,shahbaz dxb ddxbb 99 dxb angels ,,positive
2271,Instagram yap,2021-04-11 07:36:27,xx.ili00,shahbaz dxb dxb angels ddxbb 99,,positive
2272,Instagram yap,2021-04-11 07:36:54,xx.ili00,dxb angels ddxbb 99 shahbaz dxb,,positive
2273,Instagram yap,2021-04-11 07:37:15,xx.ili00,dxb angels ddxbb 99 shahbaz dxb ,,positive
2274,Instagram yap,2021-04-11 07:38:01,xx.ili00,dxb angels ddxbb 99 shahbaz dxb ,,positive
2275,Instagram yap,2021-04-11 07:38:10,xx.ili00,dxb angels ddxbb 99 shahbaz dxb ,,positive
2276,Instagram yap,2021-04-11 07:38:15,xx.ili00,dxb angels ddxbb 99 shahbaz dxb ,,positive
2277,Instagram yap,2021-04-11 07:38:51,hawranezari,milksheikhandfries,,positive
2278,Instagram yap,2021-04-11 07:39:05,xx.ili00,imz dxb dxb angels ddxbb 99,,negative
2279,Instagram yap,2021-04-11 07:39:06,hawranezari,fadi efendi,,positive
2280,Instagram yap,2021-04-11 07:39:17,hawranezari,vatcentric,,positive
2281,Instagram yap,2021-04-11 07:40:49,hawranezari,hannancaptures,,positive
2282,Instagram yap,2021-04-11 07:40:55,hawranezari,dr hannanimranbds,,positive
2283,Instagram yap,2021-04-11 07:40:59,hawranezari,hannannaseer,,positive
2284,Instagram yap,2021-04-11 07:43:02,xx.ili00,adnamoh946 imz dxb alshamsii 11 ,,negative
2285,Instagram yap,2021-04-11 07:44:07,xx.ili00,asmaa ali321 hala ahmad853 hanaa ahmad222 ,,positive
2286,Instagram yap,2021-04-11 07:46:19,xx.ili00,jolyafl imz dxb reem sobhi88,,positive
2287,Instagram yap,2021-04-11 07:50:20,xx.ili00,iham 2012 anezcecilia dxb angels,,positive
2288,Instagram yap,2021-04-11 08:52:44,creationdxb,shamireey holy simpson nihalnzr,,positive
2289,Instagram yap,2021-04-11 08:56:26,sham_350ak,nan,,positive
2290,Instagram yap,2021-04-11 09:28:39,mahary12a,mera3312019 ala5in amwn 3,,negative
2291,Instagram yap,2021-04-11 09:28:45,mahary12a,elthry a mera3312019 ala5in,,positive
2292,Instagram yap,2021-04-11 09:28:47,mahary12a,ala5in amwn 3 maryem9229 ,,negative
2293,Instagram yap,2021-04-11 09:29:05,mahary12a,mera3312019 ala5in amwn 3 ,,negative
2294,Instagram yap,2021-04-11 09:29:09,mahary12a,elthry a mera3312019 ala5in ,,positive
2295,Instagram yap,2021-04-11 09:29:13,mahary12a,ala5in amwn 3 maryem9229 ,,negative
2296,Instagram yap,2021-04-11 09:29:20,mahary12a,elthry a mera3312019 ala5in ,,positive
2297,Instagram yap,2021-04-11 11:53:12,alshamsii__11,tina chandni vipin mahesh namitavsuri,,positive
2298,Instagram yap,2021-04-11 11:54:23,alshamsii__11,pgahlout dxb seema shelat aisha a1210,,positive
2299,Instagram yap,2021-04-12 02:53:38,mehak8fayaz,shamnaahammed5 shennu3 fayaz 227,,positive
2300,Instagram yap,2021-04-12 02:54:04,mehak8fayaz,from a mums eyes shadanazeer iqu mohsin,,positive
2301,Instagram yap,2021-04-12 02:55:03,mehak8fayaz,noureenbilal mujabira bhbushra,,positive
2302,Instagram yap,2021-04-12 02:55:26,mehak8fayaz,sham seena29 queenslifeindubai asma b,,positive
2303,Instagram yap,2021-04-12 02:56:15,mehak8fayaz,deborahritarebello zinia mom selro123,,negative
2304,Instagram yap,2021-04-12 03:14:41,noureenbilal,participated yapbanking tagging my besties samar ammar 3 samah mufeeth ambreen rehan,,negative
2305,Instagram yap,2021-04-12 03:15:03,noureenbilal,jojo girl 1 noora muhammad adil ilovemyuae 899 follow please ,,positive
2306,Instagram yap,2021-04-12 03:15:23,noureenbilal,akkavita sehar umar beg viji deep follow please ,,positive
2307,Instagram yap,2021-04-12 03:15:36,noureenbilal,hina sarfi bhumi uae amal beevi,,positive
2308,Instagram yap,2021-04-12 03:16:24,noureenbilal,rashafathima bhumi uae saima naveed follow please ,,positive
2309,Instagram yap,2021-04-12 06:42:04,bintsa_diqa,nan,,positive
2310,Instagram yap,2021-04-12 06:42:27,bintsa_diqa,bushrasabih halimashaikh77 sara hfar,,positive
2311,Instagram yap,2021-04-04 12:39:01,namitavsuri,awesome ,,positive
2312,Instagram yap,2021-04-05 12:52:06,fari_shan786,nan,,positive
2313,Instagram yap,2021-04-05 19:04:45,lqra_sultan,wow ,,positive
2314,Instagram yap,2021-04-06 19:07:47,nimma512,amazing ,,positive
2315,Instagram yap,2021-04-06 22:51:24,sham_350ak,nan,,positive
2316,Instagram yap,2021-04-08 05:12:27,amal_beevi,this is awesome,,positive
2317,Instagram yap,2021-04-08 20:07:35,mehak8fayaz,amazing,,positive
2318,Instagram yap,2021-04-12 03:13:46,noureenbilal,thats great,,positive
2319,Instagram yap,2021-03-31 12:33:08,namitavsuri,nan,,positive
2320,Instagram yap,2021-04-02 11:40:58,amal_beevi,wow ,,positive
2321,Instagram yap,2021-04-03 18:41:29,hano_g354,nan,,positive
2322,Instagram yap,2021-04-05 19:04:59,lqra_sultan,nan,,positive
2323,Instagram yap,2021-04-06 19:08:18,nimma512,great ,,positive
2324,Instagram yap,2021-04-12 03:13:36,noureenbilal,amazing,,positive
2325,Instagram yap,2021-03-28 22:36:10,almqwar11,    young yap banking,,positive
2326,Instagram yap,2021-03-29 06:11:43,namitavsuri,happy holi ,,positive
2327,Instagram yap,2021-03-29 17:20:00,28r7r74fjwje,happy holi ,,positive
2328,Instagram yap,2021-04-06 19:08:32,nimma512,nan,,positive
2329,Instagram yap,2021-04-11 10:08:45,muhammad_hameid,0om mira bira ae um saiff follow yapbanking,,positive
2330,Instagram yap,2021-04-11 10:12:25,archie_ash,shafidxb2020 delindxb fatema painter,,positive
2331,Instagram yap,2021-04-11 10:59:56,sham_350ak,bint hindi bintsa diqa bint mohd dxb,,positive
2332,Instagram yap,2021-04-11 11:01:09,hala_dubai,soha moustfa noureenbilal bhumi uae ,,positive
2333,Instagram yap,2021-04-11 11:02:26,hala_dubai,anyaselayro fatima farhat1984 tina chandni,,positive
2334,Instagram yap,2021-04-11 11:03:23,hala_dubai,namitavsuri junait bhumikachelani007 ,,positive
2335,Instagram yap,2021-04-11 11:12:57,mom_971,arifa shaikh 233 al eemas 665 abdalla 78889,,positive
2336,Instagram yap,2021-04-11 11:13:07,mom_971,um hamed 7 moza 766 mayaa2855,,positive
2337,Instagram yap,2021-04-11 11:13:17,mom_971,reeman 876 yarawael445 khald 781,,positive
2338,Instagram yap,2021-04-11 11:13:28,mom_971,bin ham71 mbm ae sosoo788,,negative
2339,Instagram yap,2021-04-11 11:21:12,7_emirates_71,g ghazal mrs kran fari shan786,,positive
2340,Instagram yap,2021-04-11 11:22:08,7_emirates_71,saloni 1201 saleem mt fairy queen2021,,positive
2341,Instagram yap,2021-04-11 11:23:07,7_emirates_71,skusum10 gracee agustin asha h bhatia follow yapbanking ,,positive
2342,Instagram yap,2021-04-11 11:23:52,7_emirates_71,mom 971 bin ham71 coolmominuae,,negative
2343,Instagram yap,2021-04-11 12:35:41,sham_350ak,1umar 0 haniarts9 ume hani khan,,positive
2344,Instagram yap,2021-04-11 14:07:20,hano_g354,bintsa diqa haniarts9 ume hani khan,,positive
2345,Instagram yap,2021-04-11 14:34:08,hano_g354,aye sha dxb i isra m imar ab,,negative
2346,Instagram yap,2021-04-11 15:10:34,aye_sha_dxb,inlov e2016 aye sha dxb imar ab,,negative
2347,Instagram yap,2021-04-11 17:07:18,lavitapatrao,selro123 alrajmar123 namitavsuri yapbanking,,positive
2348,Instagram yap,2021-04-11 17:13:23,lavitapatrao,vipin mahesh tina chandni nimma512 yapbanking,,positive
2349,Instagram yap,2021-04-11 21:47:20,fy._190,yousufjaffar239 6699hmhm h3mxd,,positive
2350,Instagram yap,2021-04-11 21:47:50,fy._190,fatoom 112 ha42a l xmll23,,positive
2351,Instagram yap,2021-04-11 23:14:48,hano_g354,nan,,positive
2352,Instagram yap,2021-04-11 23:14:50,hano_g354,sham 350ak rose amooradxb bushrasabih halimashaikh77 sara hfar,,positive
2353,Instagram yap,2021-04-12 02:58:04,mehak8fayaz,namitavsuri shennu3 semsema1987,,positive
2354,Instagram yap,2021-04-12 02:58:42,mehak8fayaz,fayaz 227 shalin anish shamnaahammed5,,positive
2355,Instagram yap,2021-04-12 02:59:06,mehak8fayaz,nur abdulmunem emserrano vlog nashiyawahab,,positive
2356,Instagram yap,2021-04-12 03:11:23,noureenbilal,samar ammar 3 fatima dxb ambreen rehan oo  yapbanking wining this will be magical so delighted to be follower of your lovely page,,negative
2357,Instagram yap,2021-04-12 03:11:58,noureenbilal,jojo girl 1 noora muhammad fatima farhat1984,,positive
2358,Instagram yap,2021-04-12 03:12:18,noureenbilal,poonam gupt1 pgahlout dxb bhumi uae,,positive
2359,Instagram yap,2021-04-12 03:12:29,noureenbilal,bhumikachelani007 mamanor s samah mufeeth,,positive
2360,Instagram yap,2021-04-12 03:13:09,noureenbilal,thenew mommy thilsath ameena2 viji deep follow please ,,positive
2361,Instagram yap,2021-04-12 04:07:33,emserrano_vlog,mommymalou s merz love mserrano30 hope to win,,positive
2362,Instagram yap,2021-04-12 06:26:26,bintsa_diqa,sham 350ak rose amooradxb bushrasabih,,positive
2363,Instagram yap,2021-04-12 06:31:54,bintsa_diqa,hudamohdl00l siminshaikh sham 350ak,,positive
2364,Instagram yap,2021-04-12 06:41:03,bintsa_diqa,sham 350ak rose amooradxb bushrasabih halimashaikh77 sara hfar,,positive
2365,Instagram yap,2021-04-12 06:41:16,bintsa_diqa,hudamohdl00l siminshaikh sham 350ak rose amooradxb aana 29 ,,positive
2366,Instagram yap,2021-04-12 06:41:33,bintsa_diqa,sham 350ak rose amooradxb aana 29 sham 350a,,positive
2367,Instagram yap,2021-04-12 06:41:51,bintsa_diqa,sham 350ak rose amooradxb aana 29 shamaaa354 ,,positive
2368,Instagram yap,2021-04-12 10:37:10,bintsa_diqa,bint mohd dxb artygirl jennifer yellowheart10,,positive
2369,Instagram yap,2021-04-12 15:19:10,20abudhabi,p s 5               dubai3a  20abudhabi  farhantoufiq  yasmimmuhammad  muhammadtoufiqabdulsattar,,positive
2370,Instagram yap,2021-04-13 06:43:43,shamaaa354,tagging bushrasabih bintsa diqa hano g354,,positive
2371,Instagram yap,2021-04-13 07:04:36,im_shiakha,umidiiot78 inlov e2016 aana 29 taib ah29 ameera91 9 leozor yt 1 1umar01,,negative
2372,Instagram yap,2021-04-13 10:15:08,norseen90, 5or7 ibinsuhail 8 mryam,,negative
2373,Instagram yap,2021-04-14 03:55:31,im_shiakha,ume hani khan yellowheart10 hano g354,,positive
2374,Instagram yap,2021-04-14 03:55:45,im_shiakha,noorasyaed bint mohd dxb pearl event,,negative
2375,Instagram yap,2021-04-14 03:55:59,im_shiakha,aysha mohd uae ishalnoora haniarts9,,positive
2376,Instagram yap,2021-04-14 03:56:21,im_shiakha,hudamohdl00l noorasyaed bint mohd dxb,,positive
2377,Instagram yap,2021-04-21 09:28:06,federico_diez_de_medinac,nan,,positive
2378,Instagram yap,2021-03-23 17:56:26,fate_is_blessing,awesome ,,positive
2379,Instagram yap,2021-03-24 16:00:00,harshabhatia927_uae,amazing ,,positive
2380,Instagram yap,2021-03-25 19:42:03,raja_zee123,nan,,positive
2381,Instagram yap,2021-03-25 19:42:07,raja_zee123,lovely,,positive
2382,Instagram yap,2021-03-25 19:51:28,fatima_sarim,nan,,positive
2383,Instagram yap,2021-03-26 10:00:09,farzaee2013,nan,,positive
2384,Instagram yap,2021-03-21 09:28:32,queenelisabet88,nan,,positive
2385,Instagram yap,2021-03-21 12:42:03,ahmaddoto,nan,,positive
2386,Instagram yap,2021-03-25 19:42:15,raja_zee123,nan,,positive
2387,Instagram yap,2021-03-25 19:51:35,fatima_sarim,nan,,positive
2388,Instagram yap,2021-03-19 09:05:43,gts7770, when is the launch,,negative
2389,Instagram yap,2021-03-19 09:37:47,yf_dxb,well done masoodk good to see you breaking barriers and redefining the banking landscape in the uae mashallah ,,positive
