,Source,Datetime,Username,Review,Region
1346,playstore,2021-12-29 07:14:32,James Nmaju,This App is the most uselessly useless They will give you hope by making you go through the process of getting the debit card and scanning your ID then no more reply from then always in process Don t  download,
1347,playstore,2021-12-29 02:54:26,tarek hossan6864,Good,
1348,playstore,2021-12-28 19:01:00,Adil Shah,Is YAP related with RAK BANK,
1349,playstore,2021-12-28 18:10:31,SAMAR QAYYUM,Thank you for your efforts team YAP finally after 3 months I created my card PIN Your team member keep calling me and asking about my issue this act really appreciated you deserve 5 star  rating you never give up and I never lose hope  I was sure you will fix my issue one day and today is the day you fix it Congratulations to me ,
1350,playstore,2021-12-28 12:26:52,talkfree911,Useless app Can t scan new EID,
1351,playstore,2021-12-27 17:39:30,Gulf Entertainment,Account activation process is not correct when you get the card Then you activate it set the pin and make a deposit and use its process is not correct Account activation takes a long time Just now my card has arrived and Right now he is asking for additional documents but we can t give Because the option with additional documents is not clicked,
1352,playstore,2021-12-26 12:41:25,Don Joseph Dales,Is it a click bait Don t think so This is rakbank But should I wait for man to land on Mars before you to activate my account Just let us know how to delete this unreliable app permanently including our KYC details,
1353,playstore,2021-12-26 11:12:22,kesava reddy,Very bad,
1354,playstore,2021-12-26 04:37:45,Ahmed Abbasi,All these companies bother to never take service from them,
1355,playstore,2021-12-26 00:00:48,Jassika's channel,I have got my card last month still i am waiting for activation worst customer services,
1356,playstore,2021-12-25 21:43:58,May Ann Trasmonte,Dont appear again,
1357,playstore,2021-12-25 13:18:24,Zubair Shaikh,Nice and easy,
1358,playstore,2021-12-25 12:25:18,Ahmad Malik,Very bad experience,
1359,playstore,2021-12-25 12:13:54,MUHAMMAD ARSLAN,Good app ,
1360,playstore,2021-12-25 10:41:10,Arbaz Khan,Why the app is not working whens I open want update but not open,
1361,playstore,2021-12-25 10:30:10,Sayed Jamil Hussain,Very good for digital banking i like it,
1362,playstore,2021-12-25 10:07:09,Rafique Ahmed Shaikh,I m really thankful to YAP Got my ATM card really great service at 24 7,
1363,playstore,2021-12-25 08:53:46,shoukathali mt,Good one,
1364,playstore,2021-12-25 08:07:09,ARIF JANI,Very good YAP i like it and i recommend to my All friends make YAP account,
1365,playstore,2021-12-25 07:32:13,Muhammad Malik,Excellent app and good digital banking services,
1366,playstore,2021-12-25 07:11:11,Muhammad Mehboob,Nice app,
1367,playstore,2021-12-25 05:01:10,Muhammad Kahlid,I downloaded it several time but it say that updates your app even I download new,
1368,playstore,2021-12-25 03:47:03,PEARL TV,Easy to use and lovely,
1369,playstore,2021-12-25 01:52:29,Khan Asad,I still waiting for my card activation for 3 weeks still not active,
1370,playstore,2021-12-24 20:57:43,Zaib Rauf,I am pretty much disappointed I applied for the account 15 days ago I just received my debit card but my account is still on hold I don t know why Kindly update my account and verify it,
1371,playstore,2021-12-23 12:28:22,Be Smart,I have received my card Thanks I am looking forward to use the card,
1372,playstore,2021-12-23 01:32:52,Akanno Charisma12,I scanned my ID like 1 million times at the end I got sorry we are unable to open an account for you May I kindly know why,
1373,playstore,2021-12-22 21:08:14,trupti sagar,Finally a digital banking app where I can make my account in second with no minimum balance needed Perfect for online shopping and best for those teens who wanna create their on bank acc with no minimum balance required Loved the unique features of adding your another bank card in it,
1374,playstore,2021-12-22 17:18:57,dilip dhakal,Not open,
1375,playstore,2021-12-22 16:21:41,Seyf El islam ziad,I liked the app and the Design Easy to use,
1376,playstore,2021-12-22 13:58:31,paul ngongwoh,Please permit me to join the line of those who have received cards and it s been weeks but still yet not activated Is kind of frustrating I understand you guys have got a lot to deal with but am pretty sure you can do better You guys have got contacts numbers of these clients if there s any issues holding up the card being activated you can call to get an instant response and then you are done with that particular individual My pain is for everyone going through this same situation,
1377,playstore,2021-12-22 10:37:31,Ayesha_mixedRecipes,This all dissatisfied yap card since I registered few months until now I didn t get any activations PIN code and the customers service are keep telling me to check and I been waiting for so long I didn t get any positive feedback,
1378,playstore,2021-12-22 07:19:54,Kateu Julius,This app is a virus and it is interfering with my phone,
1379,playstore,2021-12-22 05:22:51,MUHAMMAD ASIM ASHIQEEN,Woohoo Yap passed all the records of inefficiencies poor customer service and pathetic app It s been a month yap has delivered the card to me but they are not able to activate the services,
1380,playstore,2021-12-21 19:23:44,Awaisi G,Very very bad experience i open my account on 22 nov i received my card on 26 nov after that the account is in process for 15 day for additional documents when i submit my documents until now more tha one month its in procss Very very slow,
1381,playstore,2021-12-21 09:51:15,Jaan Musafer,,
1382,playstore,2021-12-20 22:48:09,Aman Deep,This is a very bad service  If there was an option to Zero Star then I would be the first person to give them Zero Star I have received my Yap card form more than 1 week now but it is still not active,
1383,playstore,2021-12-20 14:33:42,Mo Afajal,It have been 5 days I received YAP card but until now my card is not activated I call many times to customer service but they also could not solve this issue Very frustrated experience I think I should close my account,
1384,playstore,2021-12-20 13:16:32,Allan Gabriel,5 stars for you,
1385,playstore,2021-12-20 12:31:27,khaled blushi,For me it s a perfect experience easy to open account but little bit slow to deliver debit card and activation overall good,
1386,playstore,2021-12-20 11:58:08,Adeel H Chaudhry,Really good front end,
1387,playstore,2021-12-20 03:08:17,Muhammad Latif,Almost more than a week still waiting for card activiation Can you confirm how many days for activiation,
1388,playstore,2021-12-19 22:05:00,Ramu Sunar,Very quickly open bank account and use full ATM card thank you Rakbank,
1389,playstore,2021-12-19 15:30:24,noman shaikh,Very good service,
1390,playstore,2021-12-19 12:54:03,muhammad noor,it s really comfortable and safe Ur money every one can get money with safe,
1391,playstore,2021-12-19 11:10:54,SHABAN AHMAD,Every thing is good easy to use applications Sending and receiving money also fast not slow Zero balance account Want to give 10 starts but awailable only 5 So 5 stars from me     ,
1392,playstore,2021-12-19 08:28:47,Asad Ali,Good bank,
1393,playstore,2021-12-19 07:47:43,Parkashjit Singh,Useless I was received my card but still I m waiting for activating my card Still Yap not active my card before 15 day s,
1394,playstore,2021-12-19 02:22:04,Baranded Kameena,Amazing service very well amd fast app,
1395,playstore,2021-12-19 01:11:03,Ashraf Khan,Applied for card after 3 days got the card then the delivery guy called me that he did mistake and I have to meet him back to do the fingerprint on his machine Did that and now after 10 complaints and 40 days of working still my account is not complete and card is not activated Every time to contact them they saying that it will take sometime and will finish I have only one comment that before card delivery they have to get all necessary documents mention the activation time 60 days,
1396,playstore,2021-12-19 00:22:30,yaseen khan,Good,
1397,playstore,2021-12-18 23:35:55,Risnamol Adnu,Greet banking,
1398,playstore,2021-12-18 21:21:06,kibria shake,Good,
1399,playstore,2021-12-18 19:02:08,"Raja S. M,",I like you APP,
1400,playstore,2021-12-18 18:01:37,Muhammad Waqas,Card delivered on time but very bad service it has been almost one month my account still not yet active and stuck on the option where you asking we will ask to submit more documents but still option is block and not open to go to next step,
1401,playstore,2021-12-18 10:47:48,Chukwu Isaac,Great app,
1402,playstore,2021-12-18 10:41:53,Truth Always Runn,Nice App,
1403,playstore,2021-12-18 10:30:40,Issam Banhadi,,
1404,playstore,2021-12-18 09:52:20,Rana Azam,My account open 6 weeks but account not active slo service YAP,
1405,playstore,2021-12-18 04:56:54,Ngoran Divine,My card was delivered just one week after I requested it and my account opened 1week after I received my card,
1406,playstore,2021-12-18 01:11:33,moloco Shaw,Excellent i m happy,
1407,playstore,2021-12-18 00:32:49,Shreyas RJ,Got my card a week back and I still haven t had it processed Wouldn t recommend Would give a 0 5 if I could,
1408,playstore,2021-12-17 22:24:10,Nabeesa Yousuf,I can t activate yap account from the time of account opening,
1409,playstore,2021-12-17 19:37:53,Dhiyas Ravi,Nice good app,
1410,playstore,2021-12-17 19:09:19,MD KAMRUL HASAN,Good service ,
1411,playstore,2021-12-17 17:47:04,Umer Irtza,Very bad service,
1412,playstore,2021-12-17 17:42:02,Sam Calvin,Wow awesome great cool,
1413,playstore,2021-12-17 17:18:31,Manoj Singh Panwar,Very bad services my account still pending for activation from last 1 month,
1414,playstore,2021-12-17 17:05:20,Sulai Salarzai,Hello to team Yap I am trying to add international transfer to Pakistan it s showing to add beneficiary account details but it s not coming there your bank service is not good at all if we can t use it for international transfer then what will we do with your account please fix it so we can do transfer and we can add beneficiary account details please ,
1415,playstore,2021-12-17 16:36:21,Mubashar Hussain,Very very bad customer support card deliverd in 5 days on 30 nov 2021 and today is 17 but account is still not activated I dn t recommend Quiting,
1416,playstore,2021-12-17 16:26:09,khubaib mirza,Nice app,
1417,playstore,2021-12-17 16:21:15,S.Muhamad,Very bad,
1418,playstore,2021-12-17 15:56:18,Muhammad Ayaz,good,
1419,playstore,2021-12-17 15:11:06,Waris Ali,Easy to use,
1420,playstore,2021-12-17 15:05:30,Vincent Ogonhonhahi,Very good,
1421,playstore,2021-12-17 14:55:39,Koshi Balochistan,Good,
1422,playstore,2021-12-17 13:49:16,Muhammad Adnan,Very nice,
1423,playstore,2021-12-17 13:43:41,Ihsanullah Kan,Good,
